venue_name,category,lat,lng,origin_district
Heladeria D'Onofrio,Ice Cream Shop,-12.14703478771022,-76.99039458232535,CHORRILLOS
Plaza de Armas de Surco,Plaza,-12.145364164441355,-77.0043701473182,CHORRILLOS
El Rosedal Restaurant Turístico,Peruvian Restaurant,-12.145385214045097,-77.00395508950554,CHORRILLOS
Starbucks,Coffee Shop,-12.148358,-76.98667,CHORRILLOS
Polleria El Rey Del Sabor,Fried Chicken Joint,-12.163408731639043,-76.99436254104577,CHORRILLOS
Meson de Surco,Cajun / Creole Restaurant,-12.14492461610366,-77.0049264091656,CHORRILLOS
Sanguches Locos,Burger Joint,-12.150198985525865,-76.98732236575762,CHORRILLOS
Las Gaviotas,Peruvian Restaurant,-12.159039007899683,-76.99258900374791,CHORRILLOS
ámaZ,Peruvian Restaurant,-12.128828,-77.026648,CHORRILLOS
La Plazita,Mediterranean Restaurant,-12.132295716503814,-77.02689518912837,CHORRILLOS
Centro de la Imagen,Trade School,-12.128089616213195,-77.02544819184878,CHORRILLOS
Parque Letonia,Park,-12.130245024492552,-77.03302389789248,CHORRILLOS
Bodytech,Gym / Fitness Center,-12.129646804944898,-77.02234501750503,CHORRILLOS
Komonoya,Gift Shop,-12.147657069225406,-76.98679499886306,CHORRILLOS
Real Plaza Guardia Civil,Shopping Mall,-12.172523218199586,-76.99246834339534,CHORRILLOS
Country Club de Villa,Sports Club,-12.21873039805428,-77.00169305588192,CHORRILLOS
Villa Pizza,Pizza Place,-12.214213263716449,-77.00542129499428,CHORRILLOS
Playa La Encantada,Beach,-12.217946720195192,-77.00448262885945,CHORRILLOS
Playa El Faro,Beach,-12.216223965140172,-77.0086724920117,CHORRILLOS
Club Cultural Deportivo Lima,General Entertainment,-12.208523743480237,-77.02072949198411,CHORRILLOS
Playa Villa,Beach,-12.216744449000325,-77.00811572658465,CHORRILLOS
Canelie Mega Express,Café,-12.19670898883743,-77.01167106628418,CHORRILLOS
Parque Santa Rosa - Los Cedros - Chorrillos,Park,-12.211004467452902,-77.0163319751307,CHORRILLOS
Villa Gym,Gym,-12.21856850490241,-77.00160306858982,CHORRILLOS
Xtreme park,Recreation Center,-12.2072,-76.981006,CHORRILLOS
Club Las Garzas Reales de Villa,Other Great Outdoors,-12.222022588834582,-76.98980569839478,CHORRILLOS
Parque Ecologico La Isla,Lake,-12.20482554333558,-76.99836730957031,CHORRILLOS
Xtreme Park,Theme Park,-12.207243504724,-76.98090984653973,CHORRILLOS
Mercado Plaza de Flores,Flower Shop,-12.136309415512237,-77.01767921447754,CHORRILLOS
Qincha,Beach Bar,-12.14272914912434,-77.02675283366762,CHORRILLOS
Centro Colich,Art Gallery,-12.145985105013626,-77.02230975012024,CHORRILLOS
Barranco Beer Company,Brewery,-12.148501465420185,-77.02110858511318,CHORRILLOS
La Posada Del Angel III,Gastropub,-12.147250255163316,-77.02239751442869,CHORRILLOS
Sóngoro Cosongo,Peruvian Restaurant,-12.14939056753543,-77.02235589977883,CHORRILLOS
Plantique,Garden Center,-12.149591,-77.021893,CHORRILLOS
Parque de los Ingleses,Garden,-12.146952587595846,-77.02379411777196,CHORRILLOS
Opíparo,Falafel Restaurant,-12.148181,-77.020921,CHORRILLOS
Boulevard de Barranco,Plaza,-12.148614600574758,-77.02074073862568,CHORRILLOS
Metro,Supermarket,-12.173014204872699,-77.01242811632348,CHORRILLOS
Toku Sushi & Teppan,Sushi Restaurant,-12.172186441401891,-77.0131687813078,CHORRILLOS
KFC,Fast Food Restaurant,-12.172189899743156,-77.01324585069464,CHORRILLOS
Mi Fruta,Juice Bar,-12.172169414088991,-77.01320364805619,CHORRILLOS
Otto Grill,BBQ Joint,-12.17222331994684,-77.01318463468603,CHORRILLOS
Ripley,Department Store,-12.172403783132422,-77.01405771532703,CHORRILLOS
McDonald's,Fast Food Restaurant,-12.173216270947323,-77.0145835956079,CHORRILLOS
Mercado Benavides,Farmers Market,-12.145626046013541,-76.98790172584978,CHORRILLOS
Restaurant Palermo,Restaurant,-12.099894553552776,-76.79509003893527,CIENEGUILLA
El Jardín Café,Café,-12.099203541907832,-76.78911825031437,CIENEGUILLA
Don Maurizzio,Italian Restaurant,-12.098766467994631,-76.78303956985474,CIENEGUILLA
Bodega Chelita,Deli / Bodega,-12.108599862841206,-76.80819135451232,CIENEGUILLA
Rancho viejo,Hotel,-12.117606785567054,-76.811004281044,CIENEGUILLA
Malecon Lurin - Cieneguilla,River,-12.099928289675782,-76.785026046817,CIENEGUILLA
Anticuchos Y Picarones Carmen,Food Truck,-12.099502399419146,-76.78845153851464,CIENEGUILLA
La Casa Vieja,Campground,-12.100034536338551,-76.78689092319865,CIENEGUILLA
Sauce Alto Resort & Country Club,Hotel,-12.092044776711493,-76.77656332734323,CIENEGUILLA
Bodega El Tambo Cieneguilla,Convenience Store,-12.095662813361425,-76.77810153403011,CIENEGUILLA
Panquilma - Cieneguilla,Hotel,-12.098342875876451,-76.77632104397807,CIENEGUILLA
Tinku,Coffee Shop,-11.942051780498591,-77.07464692754442,COMAS
Patio de Comidas / Food Court Real Plaza Pro,Fast Food Restaurant,-11.942218097010672,-77.07476490787167,COMAS
Frutix,Juice Bar,-11.942023717032974,-77.07479687619652,COMAS
Torito Grill,BBQ Joint,-11.948697595926662,-77.08001848921107,COMAS
MEGA UNICACHI,Grocery Store,-11.938516421544106,-77.07079479764718,COMAS
Hikari,Fried Chicken Joint,-11.937816567723008,-77.07459347318505,COMAS
Parque Zonal Lloque Yupanqui,Park,-11.97403149560355,-77.07460233574794,COMAS
"Parque ""La Huaca""",Park,-11.942166864164705,-77.0747743929809,COMAS
Norky's,Peruvian Restaurant,-11.93801978370652,-77.0745664230373,COMAS
Restaurant Buona Pizza,Food,-11.971205408460271,-77.07356029309935,COMAS
Paradero Metropolitano Los Portales,Bus Station,-11.948199055542558,-77.0796805715781,COMAS
Previ,Soccer Field,-11.983276196816307,-77.0666576777231,COMAS
Tradiciones de mi Tierra,Restaurant,-11.977672267674375,-77.06830467320006,COMAS
Megaplaza,Arcade,-11.979401178153926,-77.06565148169074,COMAS
Paradero Alimentador Alisos,Bus Station,-11.98296254689039,-77.05860647048469,COMAS
Parque Solidaridad,Park,-11.97942069269438,-77.06823348999023,COMAS
La casita burguer,Burger Joint,-11.979204863374928,-77.06931646812582,COMAS
Mercado Los Alisos,Market,-11.983896486415901,-77.06977739410658,COMAS
IPD Los Olivos,Soccer Stadium,-11.973631726599438,-77.08100208308048,COMAS
Tottus,Grocery Store,-11.954834345737726,-77.08562069377447,COMAS
La Olla Arequipeña,Restaurant,-11.927863743959263,-77.06488274471906,COMAS
Tradiciones Arequipeñas,Restaurant,-11.929206308965362,-77.06702626614853,COMAS
Chifa la muralla,Asian Restaurant,-11.929576939822706,-77.0518168398416,COMAS
Team Norte Paintball Perú,Paintball Field,-11.914443016052246,-77.07501983642578,COMAS
Parque Zonal Sinchi Roca,Lake,-11.923391550290962,-77.05020335081366,COMAS
Constructora H & V Inversiones,Construction & Landscaping,-11.954216256010262,-77.09347128037393,COMAS
Importaciones Hiraoka,Electronics Store,-11.988841162922963,-77.05826957969379,COMAS
Chifa Fu Hua,Asian Restaurant,-11.951074186328288,-77.05607252447011,COMAS
Tai loy,Paper / Office Supplies Store,-11.993086864781837,-77.05576333183349,COMAS
Paradero Velasco - Sistema Alimentador Metropolitano,Bus Station,-11.924299706156509,-77.04555578220572,COMAS
Alameda San Diego de Alcala,Park,-11.938661138304614,-77.08489141544013,COMAS
Mass Grau 1,Food & Drink Shop,-11.924812,-77.041531,COMAS
Telepizza,Pizza Place,-11.951025022329274,-77.06492071952727,COMAS
Mass Naranjal,Food & Drink Shop,-11.979489,-77.079928,COMAS
Chifa Yao Fu,Chinese Restaurant,-11.975787264152363,-77.08293552414546,COMAS
El Meson Pollos Y Parrillas Av Huandoy,Fast Food Restaurant,-11.976094121708357,-77.08304231213528,COMAS
Paradero Botica,Bus Station,-11.983201497745267,-77.08293552414546,COMAS
Metropolitano carlos izaguirre,Bus Station,-11.994401843063454,-77.05633674300422,COMAS
Megamuebles,Furniture / Home Store,-12.001464505118195,-77.06191538748679,COMAS
Otto Grill - Mega Plaza,BBQ Joint,-11.99737357165013,-77.0551899179367,COMAS
Estación Independencia - Metropolitano,Bus Line,-11.998341474270266,-77.0553417042335,COMAS
Cevichería Rayito Norteño,Seafood Restaurant,-11.95557078121566,-77.05949045570686,COMAS
Vipol Naranjal,Park,-11.965705210881358,-77.0904722750489,COMAS
Mercado San Diego,Market,-11.946127035046333,-77.08825794687641,COMAS
FITECA,Theater,-11.957498276674066,-77.03581029973427,COMAS
Estación Pacífico - Metropolitano,Bus Station,-11.994284594730491,-77.05616809294288,COMAS
La Siete 22,Seafood Restaurant,-11.983909284206591,-77.07125571796821,COMAS
Cancha retablo,Basketball Court,-11.936742759334797,-77.05605565943765,COMAS
Economax,Grocery Store,-11.954385983159938,-77.07370081454579,COMAS
CHIFA YAOFU,Chinese Restaurant,-11.97802372118094,-77.08052995902732,COMAS
Corredor Saludable La Molina,Athletics & Sports,-12.073264603732746,-76.94705819909454,LA MOLINA
"Trinchera ""U"" Norte",Soccer Stadium,-12.056517791164026,-76.93623661994934,LA MOLINA
Mercado Musa,Market,-12.086198,-76.88971,LA MOLINA
Skatepark La Molina,Skate Park,-12.08644049334172,-76.89015912836827,LA MOLINA
Inkafarma,Pharmacy,-12.082608235676554,-76.9282019193041,LA MOLINA
La Caleta La Molina,Soccer Field,-12.084549110404582,-76.9278867737197,LA MOLINA
Paintball Sport Peru,Paintball Field,-12.082284837090127,-76.93060631452946,LA MOLINA
Asociacion peruano china,Campground,-12.081387913841063,-76.93226497372852,LA MOLINA
Fin del.Mundo,Cocktail Bar,-12.068037242896382,-76.88160296829747,LA MOLINA
Parque Valladolid,Park,-12.1030028396264,-76.9363897928056,LA MOLINA
Western Union,Bank,-12.069983756839378,-76.94218006153504,LA MOLINA
D' ritmo y Son,Music Venue,-12.069600642145968,-76.942053999613,LA MOLINA
Ocho Sabores,Restaurant,-12.069403496877573,-76.94244281535221,LA MOLINA
Máss Calle 19 My,Supermarket,-12.095294,-76.884285,LA MOLINA
Nanka,Peruvian Restaurant,-12.091855608438728,-76.94912840214629,LA MOLINA
El Pozito,Liquor Store,-12.089806392360025,-76.94859359354335,LA MOLINA
Edo Sushi Bar,Sushi Restaurant,-12.091533980956376,-76.94937461687746,LA MOLINA
Wong,Supermarket,-12.091765053510924,-76.95071772266373,LA MOLINA
Mariate,Dessert Shop,-12.08966365903221,-76.94799818968632,LA MOLINA
Raw Cafe,Breakfast Spot,-12.090127381520935,-76.94931507110596,LA MOLINA
Dicopet,Pet Store,-12.092695464742565,-76.9510235372622,LA MOLINA
Pizza Bela,Pizza Place,-12.090865908030006,-76.94950378687156,LA MOLINA
Starbucks,Coffee Shop,-12.090570988830928,-76.950156941148,LA MOLINA
Pastelería San Antonio,Bakery,-12.090892051244703,-76.95003221848648,LA MOLINA
Cremoladas Angélica,Ice Cream Shop,-12.091569751706986,-76.95108160552996,LA MOLINA
La Casa del Alfajor,Dessert Shop,-12.092003140927108,-76.95371607393876,LA MOLINA
Pastelería San Antonio,Bakery,-12.09197500290303,-76.9497994540249,LA MOLINA
Restaurante Don Ignacio,Peruvian Restaurant,-12.073130421581856,-76.9542139933371,LA MOLINA
Il Pastificio La Molina,Gourmet Shop,-12.09264476114889,-76.95095778888492,LA MOLINA
Starbucks,Coffee Shop,-12.073361903110335,-76.9505601009994,LA MOLINA
Don Mamino,Bakery,-12.091610982442171,-76.94926465788112,LA MOLINA
Almendariz,Liquor Store,-12.072796281985022,-76.94772248193036,LA MOLINA
Starbucks,Breakfast Spot,-12.073136180475665,-76.95054142374721,LA MOLINA
Mediterráneo Ferrero,Restaurant,-12.091579735012935,-76.9528858292365,LA MOLINA
Centro de Ventas UNALM,College Cafeteria,-12.08040400490119,-76.95231964490839,LA MOLINA
DI Don Ignacio,Bakery,-12.073310937476002,-76.95426217003659,LA MOLINA
La Leña - Grill & Restaurant,Fried Chicken Joint,-12.091795023839541,-76.95237593957229,LA MOLINA
Presidio Gastropub,Burger Joint,-12.090830695391286,-76.94967521858621,LA MOLINA
C.C. Molina Plaza,Shopping Mall,-12.090898458870264,-76.95038795471191,LA MOLINA
Restaurant Universidad Agraria,Latin American Restaurant,-12.080437941903686,-76.95249360570914,LA MOLINA
La Plazita La Molina,Restaurant,-12.090757692947935,-76.95144167091152,LA MOLINA
Cineplanet,Multiplex,-12.09086522573078,-76.95052697584785,LA MOLINA
Villa Chicken - La Molina,Fried Chicken Joint,-12.102730106633565,-76.94649585621549,LA MOLINA
Bodytech La Molina,Athletics & Sports,-12.070570647674105,-76.95293897134258,LA MOLINA
VaBien,Salad Place,-12.07085,-76.95302,LA MOLINA
Fit Personal Sport Club,Gym,-12.10375835000838,-76.94097588826601,LA MOLINA
Los Lonccos,Restaurant,-12.100714,-76.947684,LA MOLINA
Inka Pizza,Pizza Place,-12.100152155835987,-76.94398711765159,LA MOLINA
CAC Claro La Molina,Mobile Phone Shop,-12.091094,-76.952264,LA MOLINA
Sarcletti,Café,-12.090935401299014,-76.95012372456225,LA MOLINA
Tutto Delizie,Diner,-12.105618039417381,-76.94327168500526,LA MOLINA
News Cafe,Restaurant,-12.091106371330408,-76.95073891955943,LA MOLINA
King Kroughnuts,Donut Shop,-12.070518,-76.953042,LA MOLINA
Escuela D1,Dance Studio,-12.08956692583647,-76.9480677828176,LA MOLINA
Dunkin',Donut Shop,-12.091193950561317,-76.95020198811108,LA MOLINA
Tai Loy Ferrero,Convenience Store,-12.090881951011372,-76.95167235818005,LA MOLINA
Las Viñas de La Molina,Neighborhood,-12.101537491727079,-76.94608510265282,LA MOLINA
Moliplaza,Arcade,-12.102411430239515,-76.94342890708856,LA MOLINA
Chifa Jumbo,Chinese Restaurant,-12.09769426459682,-76.94700788953244,LA MOLINA
Deporclub The Gym,Gymnastics Gym,-12.097497906379216,-76.95140427353246,LA MOLINA
MAC Fitness Club,Gym,-12.097486189223071,-76.95139632024274,LA MOLINA
Chifa Lun Ma,Chinese Restaurant,-12.106058209839965,-76.94082395902109,LA MOLINA
Academia de Tennis Sol de la Molina,Tennis Court,-12.082482887205536,-76.91034848986814,LA MOLINA
El Charrúa,Steakhouse,-12.07247614334023,-76.95737925713375,LA MOLINA
Kintaro Restaurant: Sushi & Bar,Sushi Restaurant,-12.072291376168025,-76.95601727027802,LA MOLINA
Naruto Japanese Food,Japanese Restaurant,-12.067342043559101,-76.95721595570555,LA MOLINA
Café Francés,Café,-12.072628,-76.959672,LA MOLINA
Omei,Asian Restaurant,-12.072258409331143,-76.95709430097568,LA MOLINA
El Hornero,Steakhouse,-12.076426096869675,-76.96334289052561,LA MOLINA
El Pichito - Club San Martin,Peruvian Restaurant,-12.071192640418769,-76.95901411243291,LA MOLINA
Restaurant Saint Tropez,Diner,-12.075326,-76.962717,LA MOLINA
"Cevicheria ""El Paisita""",Peruvian Restaurant,-12.069259462716193,-76.95888089790657,LA MOLINA
Don Erizo,Seafood Restaurant,-12.068411411283272,-76.95664609482321,LA MOLINA
Mercado Saludable de La Molina,Vegetarian / Vegan Restaurant,-12.084429240775142,-76.95728943996232,LA MOLINA
Aquatica Sports Center,Pool,-12.074846572461663,-76.9600754450289,LA MOLINA
Parque de los Niños,Park,-12.085066700512964,-76.95714120684507,LA MOLINA
Pollos y parrillas El Llanero,Restaurant,-12.057527711890872,-76.94367119425304,LA MOLINA
Rockwell Cafe,Coffee Shop,-12.101931,-76.950324,LA MOLINA
Hotel & Spa Golf Los Incas,Hotel,-12.088700023589633,-76.9629670481018,LA MOLINA
La Mona Loca,Sandwich Place,-12.108137996525562,-76.94152733357022,LA MOLINA
Sanguchón Campesino,Burger Joint,-12.100866434464221,-76.94986206615008,LA MOLINA
Paso obligado,Fried Chicken Joint,-12.103540248223522,-76.94850264235578,LA MOLINA
Mercado Las Cascadas,Market,-12.101752347151605,-76.95008233324428,LA MOLINA
Paradero Vascongadas,Bus Station,-12.10740954163917,-76.94080707798223,LA MOLINA
La Rotonda,Shopping Mall,-12.108262393784939,-76.94266257156085,LA MOLINA
Tottus,Supermarket,-12.07264562408463,-76.95091095517898,LA MOLINA
Chifa Moneda China,Chinese Restaurant,-12.073287,-76.94923,LA MOLINA
Parque Nro. 13,Park,-12.11137578086924,-76.93884372711182,LA MOLINA
Parque del Forever Alone,Park,-12.111760277653739,-76.93889950559425,LA MOLINA
Sanguchón Campesino,Burger Joint,-12.115942519552398,-76.93547818035677,LA MOLINA
D'Cartuch Cafetería,Diner,-12.10516207091075,-76.95536329524826,LA MOLINA
Vivero Los Inkas,Garden Center,-12.084209288252751,-76.96342745458567,LA MOLINA
Centro Cultural de la UNIFE,Theater,-12.072137648100554,-76.9657603353043,LA MOLINA
Señor Limón,Seafood Restaurant,-12.075668751081219,-76.96408716960656,LA MOLINA
Time to Train - Fitness Club,Gym / Fitness Center,-12.077494128083792,-76.96493051747152,LA MOLINA
Tutú Café,Café,-12.07909309581172,-76.96685096670802,LA MOLINA
Papa John's,Pizza Place,-12.077694643727526,-76.96482533314266,LA MOLINA
Surprice* Outlet,Clothing Store,-12.079976484565256,-76.96675610921973,LA MOLINA
Acenespar - GC,Social Club,-12.080051509849511,-76.96548466764256,LA MOLINA
Dunkin',Donut Shop,-12.080454355674416,-76.96708803205179,LA MOLINA
Centro Comercial Plaza Camacho,Shopping Mall,-12.079901992208963,-76.9664158528537,LA MOLINA
Gold's Gym,Gym,-12.08023956005375,-76.96714103221893,LA MOLINA
Bembos,Fast Food Restaurant,-12.08033895194392,-76.96694758086646,LA MOLINA
Trilenium Casino,Casino,-12.079526154031257,-76.96637392044067,LA MOLINA
Los Inkas Golf Club,Golf Course,-12.086450308624011,-76.96495771408081,LA MOLINA
Burger King,Fast Food Restaurant,-12.090846996297081,-76.95004736062289,LA MOLINA
KFC,Fast Food Restaurant,-12.090824045217342,-76.95046726844654,LA MOLINA
Nike,Sporting Goods Shop,-12.090895693187857,-76.95040960124908,LA MOLINA
Las Canastas,Fried Chicken Joint,-12.090790824874595,-76.94981452852656,LA MOLINA
Inkafarma,Pharmacy,-12.089809641434442,-76.94891582475518,LA MOLINA
arte ploteo y diseño,Paper / Office Supplies Store,-12.072488517091783,-76.96474767552895,LA MOLINA
Tienda Listo!,Grocery Store,-12.073192759021842,-76.96498396354163,LA MOLINA
Martínez Coffee Break,Coffee Shop,-12.07142586705868,-76.94140353994273,LA MOLINA
Doomo Saltado,Restaurant,-12.0709305,-76.941635,LA MOLINA
plazaVea,Supermarket,-12.091528368325262,-76.95037079373895,LA MOLINA
Ziyaz,Furniture / Home Store,-12.09097846339651,-76.95076085960467,LA MOLINA
el llanero,BBQ Joint,-12.057517592511955,-76.94391877679409,LA MOLINA
Av.Huarochirí / Separadora,Bus Station,-12.057729950499356,-76.94483032637643,LA MOLINA
Decor Center,Furniture / Home Store,-12.076803231105547,-76.96444950188219,LA MOLINA
Aleaciones Metalúrgicas S.A.C.,Construction & Landscaping,-12.10271334508189,-76.87017425896204,LA MOLINA
Mercado de Chosica,Convenience Store,-11.935085128095876,-76.69379915669485,LURIGANCHO
Santa Eulalia Chosica,Tourist Information Center,-11.921006419228993,-76.66993146209677,LURIGANCHO
Club Kalikanto,Park,-11.952961609902673,-76.71969840685459,LURIGANCHO
Radio Sensación 97.7,Music Store,-11.950242501209042,-76.72250747680664,LURIGANCHO
Ricardo Palma,Park,-11.923801096915474,-76.66483802721632,LURIGANCHO
"Hotel & Parque Acuático ""KIS KAS""",Resort,-11.91560621859086,-76.66624701559063,LURIGANCHO
Club Gambusinas,Pool,-11.908237578052354,-76.66364244886711,LURIGANCHO
Las Gambusinas,Campground,-11.908143641584138,-76.66345070412089,LURIGANCHO
El  Otro Parrillon,BBQ Joint,-12.251187,-76.88525,LURIN
Museo Pachacamac,History Museum,-12.25551447938965,-76.90712912437148,LURIN
Creamfields Perú,Concert Hall,-12.263734585024139,-76.90610600166185,LURIN
Kusina Pachacamac,Peruvian Restaurant,-12.243635756515589,-76.87947927709234,LURIN
Hacienda Mamacona,Latin American Restaurant,-12.259244069528236,-76.91015481948853,LURIN
Hacienda Los Ficus,Stables,-12.248313040665321,-76.8593797130613,LURIN
Santuario Arqueológico de Pachacámac,Historic Site,-12.255532970775551,-76.90577954210407,LURIN
Asociación Nacional de Criadores y Propietarios de Caballo de Paso Peruano - ANCPCPP - Sede Mamacona,Historic Site,-12.260949318797708,-76.90660131795589,LURIN
Tanpu Wasi,Restaurant,-12.254117178822488,-76.89247498541086,LURIN
El Romance de Napoleón,Peruvian Restaurant,-12.25288674335702,-76.89157045712062,LURIN
Alameda De Los Chicharrones,BBQ Joint,-12.252617981421029,-76.89721584320068,LURIN
Mirador De Lurín,Scenic Lookout,-12.252454612320616,-76.89312012303553,LURIN
Parque Central de Julio C. Tello,Park,-12.25084605333984,-76.89671150009073,LURIN
Granja El Arriero,Farm,-12.240085643497016,-76.86701249373037,LURIN
Paso Obligao,Peruvian Restaurant,-12.241497812709651,-76.8685962999039,LURIN
lurin,Plaza,-12.275570573566137,-76.8980455742783,LURIN
Mamacona,Historic Site,-12.261070910322971,-76.9066576037721,LURIN
Plaza de Armas - Pachacamac,Park,-12.24300946536126,-76.86909235658712,LURIN
Tienda Listo! Pansur,Food & Drink Shop,-12.264916,-76.907601,LURIN
Rustica Pachacamac Bungalows & bar,Peruvian Restaurant,-12.240948150572855,-76.86560008994726,LURIN
Rústica,Peruvian Restaurant,-12.241475491550219,-76.86521487234151,LURIN
Tayta Hoss,Restaurant,-12.253823690221246,-76.89152956008911,LURIN
Café 33,Breakfast Spot,-12.253716,-76.892136,LURIN
Restaurant Campestre Santa Rosa,Restaurant,-12.253473247025843,-76.89357608737102,LURIN
Casa de Campo Villa Serrano,Resort,-12.249995794764185,-76.88523899124674,LURIN
Wayralla Lurin,Peruvian Restaurant,-12.293290601319791,-76.84352319685848,LURIN
Playa Los Pulpos,Beach,-12.305930864657489,-76.84337048597057,LURIN
Playa Arica,Beach,-12.299362630840967,-76.85203138014182,LURIN
Plaza de Armas de Pachacamac,Plaza,-12.229801398552693,-76.85951485072833,LURIN
Pachacamac,City,-12.2238677218522,-76.86064662289178,LURIN
Restaurante La Familia,Peruvian Restaurant,-12.228635451160955,-76.86048702338557,LURIN
"Pizzería ""Bella Pachacámac""",Italian Restaurant,-12.238255500793457,-76.86687469482422,LURIN
Amador Restaurante,BBQ Joint,-12.237915807506088,-76.86726472661661,LURIN
Mamá Quilla,Breakfast Spot,-12.23536491394043,-76.86559295654297,LURIN
La huerta,Steakhouse,-12.23484998417447,-76.86897412030005,LURIN
Mass Plaza,Plaza,-12.227534,-76.862305,LURIN
Plaza Center - Lurín,Shopping Mall,-12.274798,-76.873648,LURIN
Alameda de los chicharrones,Restaurant,-12.252598328575614,-76.8977641252315,LURIN
Chicharronería El Lechón de Oro,Peruvian Restaurant,-12.252916718501208,-76.89812692629012,LURIN
Pizzeria Don Abarno,Italian Restaurant,-12.231252081999841,-76.85867586865794,LURIN
Kamaq Café Gourmet,Breakfast Spot,-12.230016804215282,-76.85982454065827,LURIN
Restaurante La Plaza Don Cucho,Peruvian Restaurant,-12.229613206904972,-76.85962183461,LURIN
La Vaca Colorada,Restaurant,-12.228196012661485,-76.8613590340195,LURIN
Club Solimar - La Alameda & Hacienda Club,Beach,-12.26372401660456,-76.91247741801931,LURIN
Oriente Pollos y Parrilladas,South American Restaurant,-12.29683,-76.85048103332296,LURIN
D'casa Helados Gourmet,Ice Cream Shop,-12.308285982600943,-76.84197387416891,LURIN
iemanyâ Restaurante,Peruvian Restaurant,-12.308763390691928,-76.84044208828998,LURIN
Maras Restaurante Café Bar,Restaurant,-12.307944896144368,-76.83923489259426,LURIN
Venus Headquarters,Shoe Store,-12.290960151155337,-76.84483144091222,LURIN
Tumbes Mar,Seafood Restaurant,-12.30744565865691,-76.83970997805945,LURIN
Los Portales de Mamacona,South American Restaurant,-12.255205308582392,-76.913389366984,LURIN
Los Altos de Mamacona,Peruvian Restaurant,-12.258352172193268,-76.9126134982006,LURIN
D'Paso Cafe Restobar,Restaurant,-12.255593019173531,-76.91316625913848,LURIN
Eco Limo Resto Park,Restaurant,-12.217058,-76.863322,PACHACAMAC
La Grilería,BBQ Joint,-12.213232,-76.876176,PACHACAMAC
Las Leñas,Peruvian Restaurant,-12.22380877246319,-76.8537925017008,PACHACAMAC
Xtreme Paintball Perú,Paintball Field,-12.216757177047313,-76.8642389455003,PACHACAMAC
"Cafeteria ""Raquel"" UAP",Snack Place,-12.237178912303218,-76.8631310798124,PACHACAMAC
Sarcletti,Cafeteria,-11.866328495037541,-77.07715698426803,PUENTE PIEDRA
Restaurante Campestre Carlos Ramirez - Tradiciones de Huaral,Peruvian Restaurant,-11.85462098609966,-77.03893242019542,PUENTE PIEDRA
Minimarket Rivas,Convenience Store,-12.316257266450952,-76.83268442852238,PUNTA HERMOSA
Las Praderas De Lurin,Scenic Lookout,-12.298644474038666,-76.8353101119871,PUNTA HERMOSA
centro oriente punta negra. pollos y parrillas,Fried Chicken Joint,-12.364853787280214,-76.79520646778796,PUNTA HERMOSA
Plaza Principal Punta Negra,Plaza,-12.365450909209374,-76.7949416859567,PUNTA HERMOSA
Restaurante el pez de oro,Restaurant,-12.366283190875244,-76.79435015004717,PUNTA HERMOSA
Parque Central Punta Hermosa,Plaza,-12.337857777209862,-76.82643402275104,PUNTA HERMOSA
Casa Barco,Hotel,-12.336910791381005,-76.82666642844013,PUNTA HERMOSA
Market Panadería Doris,Bakery,-12.332895644453613,-76.8262231349945,PUNTA HERMOSA
Mahalo Resto-bar,Gastropub,-12.333066,-76.8279,PUNTA HERMOSA
Cerámica San Lorenzo,Furniture / Home Store,-12.293352476796946,-76.83564120407807,PUNTA HERMOSA
"Fuente de soda ""Elenita""",Sandwich Place,-12.333091452853157,-76.82788861543338,PUNTA HERMOSA
Oriente Del Sur,New American Restaurant,-12.33225593826538,-76.82519316673279,PUNTA HERMOSA
Manuel a su Servicio,Seafood Restaurant,-12.333552379335291,-76.82566952046457,PUNTA HERMOSA
Barra 44,Seafood Restaurant,-12.335781011304913,-76.82501054300293,PUNTA HERMOSA
Restaurant La Sirena,Restaurant,-12.33805677446606,-76.82343348872902,PUNTA HERMOSA
Micalo San Bartolo,Seafood Restaurant,-12.388037785949514,-76.77753809055463,PUNTA NEGRA
Oasis,Seafood Restaurant,-12.389121912931044,-76.77827056657736,PUNTA NEGRA
Trattoria D'Bari,Pizza Place,-12.389555328537197,-76.77740849819594,PUNTA NEGRA
Club Esmeralda Sede Central,Pool,-12.400510268586725,-76.77575759247561,PUNTA NEGRA
Santa Rosa,Beach,-12.377781358541014,-76.78838956499331,SAN BARTOLO
Tiramisu,Italian Restaurant,-12.402488524897603,-76.7733234528012,SAN BARTOLO
Pizza  Time,Pizza Place,-12.389719,-76.778163,SAN BARTOLO
Mercado de Flores,Flower Shop,-12.040245188054737,-77.01715863050325,SAN JUAN DE LURIGANCHO
Mercado Mangomarca,Convenience Store,-12.016989159746846,-76.98449864892675,SAN JUAN DE LURIGANCHO
Ms Chimu15,Outlet Store,-12.023868,-76.987,SAN JUAN DE LURIGANCHO
plazaVea,Supermarket,-12.041703559125517,-77.02207196635473,SAN JUAN DE LURIGANCHO
Parque Central Mangomarca Ester Granda de Bentin,Park,-12.016783613627595,-76.98512864720517,SAN JUAN DE LURIGANCHO
Parque MGCA,Playground,-12.014209990175567,-76.98399066925049,SAN JUAN DE LURIGANCHO
Parque Juan Ríos,Park,-12.020067443463157,-77.02897862300257,SAN JUAN DE LURIGANCHO
Parque de la Vipol,Park,-12.010190822637343,-76.98394775390625,SAN JUAN DE LURIGANCHO
